Time	Node	Type	Packets	
9	41	CacheHits	281
9	41	CacheMisses	270
9	42	CacheHits	403
9	42	CacheMisses	269
9	43	CacheHits	232
9	43	CacheMisses	268
9	44	CacheHits	331
9	44	CacheMisses	270
9	45	CacheHits	305
9	45	CacheMisses	269
9	46	CacheHits	227
9	46	CacheMisses	271
9	47	CacheHits	305
9	47	CacheMisses	269
9	48	CacheHits	294
9	48	CacheMisses	268
9	49	CacheHits	227
9	49	CacheMisses	272
10	0	CacheHits	516
10	0	CacheMisses	248
10	1	CacheHits	295
10	1	CacheMisses	255
10	2	CacheHits	629
10	2	CacheMisses	248
10	3	CacheHits	325
10	3	CacheMisses	252
10	4	CacheHits	232
10	4	CacheMisses	253
10	5	CacheHits	275
10	5	CacheMisses	259
10	6	CacheHits	297
10	6	CacheMisses	254
10	7	CacheHits	253
10	7	CacheMisses	255
10	8	CacheHits	259
10	8	CacheMisses	253
10	9	CacheHits	136
10	9	CacheMisses	260
10	10	CacheHits	289
10	10	CacheMisses	254
10	11	CacheHits	159
10	11	CacheMisses	259
10	12	CacheHits	236
10	12	CacheMisses	252
10	13	CacheHits	192
10	13	CacheMisses	261
10	14	CacheHits	574
10	14	CacheMisses	243
10	15	CacheHits	310
10	15	CacheMisses	254
10	16	CacheHits	437
10	16	CacheMisses	249
10	17	CacheHits	451
10	17	CacheMisses	249
10	18	CacheHits	260
10	18	CacheMisses	254
10	19	CacheHits	374
10	19	CacheMisses	247
10	20	CacheHits	261
10	20	CacheMisses	254
10	21	CacheHits	434
10	21	CacheMisses	252
10	22	CacheHits	228
10	22	CacheMisses	253
10	23	CacheHits	114
10	23	CacheMisses	263
10	24	CacheHits	315
10	24	CacheMisses	253
10	25	CacheHits	321
10	25	CacheMisses	250
10	26	CacheHits	212
10	26	CacheMisses	258
10	27	CacheHits	467
10	27	CacheMisses	247
10	28	CacheHits	290
10	28	CacheMisses	255
10	29	CacheHits	293
10	29	CacheMisses	256
10	30	CacheHits	339
10	30	CacheMisses	247
10	31	CacheHits	468
10	31	CacheMisses	248
10	32	CacheHits	271
10	32	CacheMisses	256
10	33	CacheHits	415
10	33	CacheMisses	249
10	34	CacheHits	224
10	34	CacheMisses	253
10	35	CacheHits	394
10	35	CacheMisses	253
10	36	CacheHits	381
10	36	CacheMisses	250
10	37	CacheHits	270
10	37	CacheMisses	254
10	38	CacheHits	167
10	38	CacheMisses	256
10	39	CacheHits	91
10	39	CacheMisses	260
10	40	CacheHits	237
10	40	CacheMisses	252
10	41	CacheHits	300
10	41	CacheMisses	260
10	42	CacheHits	445
10	42	CacheMisses	247
10	43	CacheHits	270
10	43	CacheMisses	258
10	44	CacheHits	365
10	44	CacheMisses	253
10	45	CacheHits	276
10	45	CacheMisses	254
10	46	CacheHits	223
10	46	CacheMisses	253
10	47	CacheHits	335
10	47	CacheMisses	252
10	48	CacheHits	293
10	48	CacheMisses	254
10	49	CacheHits	214
10	49	CacheMisses	252
11	0	CacheHits	469
11	0	CacheMisses	253
11	1	CacheHits	283
11	1	CacheMisses	260
11	2	CacheHits	491
11	2	CacheMisses	253
11	3	CacheHits	274
11	3	CacheMisses	259
11	4	CacheHits	230
11	4	CacheMisses	261
11	5	CacheHits	235
11	5	CacheMisses	262
11	6	CacheHits	306
11	6	CacheMisses	256
11	7	CacheHits	260
11	7	CacheMisses	253
11	8	CacheHits	295
11	8	CacheMisses	254
11	9	CacheHits	130
11	9	CacheMisses	262
11	10	CacheHits	293
11	10	CacheMisses	256
11	11	CacheHits	116
11	11	CacheMisses	262
11	12	CacheHits	211
11	12	CacheMisses	257
11	13	CacheHits	157
11	13	CacheMisses	262
11	14	CacheHits	522
11	14	CacheMisses	252
11	15	CacheHits	293
11	15	CacheMisses	261
11	16	CacheHits	370
11	16	CacheMisses	256
11	17	CacheHits	388
11	17	CacheMisses	256
11	18	CacheHits	232
11	18	CacheMisses	261
11	19	CacheHits	369
11	19	CacheMisses	257
11	20	CacheHits	276
11	20	CacheMisses	261
11	21	CacheHits	372
11	21	CacheMisses	249
11	22	CacheHits	238
11	22	CacheMisses	256
11	23	CacheHits	127
11	23	CacheMisses	262
11	24	CacheHits	295
11	24	CacheMisses	256
11	25	CacheHits	341
11	25	CacheMisses	253
11	26	CacheHits	214
11	26	CacheMisses	256
11	27	CacheHits	368
11	27	CacheMisses	252
11	28	CacheHits	246
11	28	CacheMisses	261
11	29	CacheHits	304
11	29	CacheMisses	254
11	30	CacheHits	308
11	30	CacheMisses	252
11	31	CacheHits	439
11	31	CacheMisses	251
11	32	CacheHits	284
11	32	CacheMisses	254
11	33	CacheHits	348
11	33	CacheMisses	254
11	34	CacheHits	220
11	34	CacheMisses	256
11	35	CacheHits	331
11	35	CacheMisses	254
11	36	CacheHits	362
11	36	CacheMisses	255
11	37	CacheHits	246
11	37	CacheMisses	261
11	38	CacheHits	148
11	38	CacheMisses	264
11	39	CacheHits	69
11	39	CacheMisses	265
11	40	CacheHits	242
11	40	CacheMisses	260
11	41	CacheHits	246
11	41	CacheMisses	260
11	42	CacheHits	398
11	42	CacheMisses	254
11	43	CacheHits	263
11	43	CacheMisses	258
11	44	CacheHits	317
11	44	CacheMisses	258
11	45	CacheHits	256
11	45	CacheMisses	256
11	46	CacheHits	175
11	46	CacheMisses	259
11	47	CacheHits	284
11	47	CacheMisses	260
11	48	CacheHits	323
11	48	CacheMisses	260
11	49	CacheHits	213
11	49	CacheMisses	257
12	0	CacheHits	442
12	0	CacheMisses	230
12	1	CacheHits	274
12	1	CacheMisses	230
12	2	CacheHits	475
12	2	CacheMisses	226
12	3	CacheHits	316
12	3	CacheMisses	235
12	4	CacheHits	246
12	4	CacheMisses	236
12	5	CacheHits	289
12	5	CacheMisses	235
12	6	CacheHits	324
12	6	CacheMisses	234
12	7	CacheHits	257
